2023-05-26 13:01:10,309 - test_case.py  - [line:62] - INFO: 请求响应信息：
2023-05-26 13:01:10,310 - test_case.py  - [line:63] - INFO: {'code': 100005, 'data': {}, 'msg': '通用品牌编码重复！', 'success': False}
2023-05-26 13:01:10,771 - test_case.py  - [line:81] - INFO: 请求响应信息：
2023-05-26 13:01:10,771 - test_case.py  - [line:82] - INFO: {'code': 200, 'data': {'countId': '', 'current': 1, 'hitCount': False, 'maxLimit': -1, 'optimizeCountSql': True, 'orders': [], 'pages': 21, 'records': [{'brandCode': 'YS', 'brandName': '永生', 'country': 1, 'countryName': '中国', 'createDept': '1473482314370056194', 'createTime': '2023-05-22 07:02:43', 'createUser': '1473482319817969665', 'firstLetter': 'Y', 'id': '1660420887824379906', 'isDeleted': 0, 'logoUrl': 'upload/20211112/363d77d9d25927a26d972a1b2165cd24.png', 'logoUrlName': '', 'status': 1, 'technologyType': 1, 'technologyTypeName': '自主', 'updateTime': '2023-05-22 07:02:43', 'updateUser': '1473482319817969665'}, {'brandCode': 'WLHG', 'brandName': '五菱宏光', 'country': 1, 'countryName': '中国', 'createDept': '1446315795123077121', 'createTime': '2021-12-16 11:10:08', 'createUser': '1446292876069801986', 'firstLetter': 'W', 'id': '1471316684997996546', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': 1, 'technologyTypeName': '自主', 'updateTime': '2021-12-25 13:19:21', 'updateUser': '1446292876069801986'}, {'brandCode': 'YH', 'brandName': '永和', 'country': 1, 'countryName': '中国', 'createDept': '1446292862010982402', 'createTime': '2021-12-15 18:58:54', 'createUser': '1446292876069801986', 'firstLetter': 'Y', 'id': '1471072266915229698', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': 1, 'technologyTypeName': '自主', 'updateTime': '2021-12-25 13:19:18', 'updateUser': '1446292876069801986'}, {'brandCode': 'ZHJKC', 'brandName': '中华甲壳虫', 'country': 1, 'countryName': '中国', 'createDept': '1446315795123077121', 'createTime': '2021-12-15 14:09:00', 'createUser': '1446292876069801986', 'firstLetter': 'X', 'id': '1470999309681504258', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': 1, 'technologyTypeName': '自主', 'updateTime': '2021-12-25 13:19:14', 'updateUser': '1446292876069801986'}, {'brandCode': '337', 'brandName': '容大智造', 'country': -1, 'countryName': '', 'createDept': '1470926262496735234', 'createTime': '2021-12-15 10:22:46', 'createUser': '1470926280170471426', 'firstLetter': 'R', 'id': '1470942374865219586', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': -1, 'technologyTypeName': '', 'updateTime': '2021-12-15 10:22:46', 'updateUser': '1470926280170471426'}, {'brandCode': '336', 'brandName': '红星汽车', 'country': -1, 'countryName': '', 'createDept': '1470926262496735234', 'createTime': '2021-12-15 10:22:46', 'createUser': '1470926280170471426', 'firstLetter': 'H', 'id': '1470942374538063874', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': -1, 'technologyTypeName': '', 'updateTime': '2021-12-15 10:22:46', 'updateUser': '1470926280170471426'}, {'brandCode': '341', 'brandName': '大乘汽车', 'country': -1, 'countryName': '', 'createDept': '1470926262496735234', 'createTime': '2021-12-15 10:22:46', 'createUser': '1470926280170471426', 'firstLetter': 'D', 'id': '1470942375183986690', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': -1, 'technologyTypeName': '', 'updateTime': '2021-12-15 10:22:46', 'updateUser': '1470926280170471426'}, {'brandCode': '342', 'brandName': '其他', 'country': 1, 'countryName': '中国', 'createDept': '1470926262496735234', 'createTime': '2021-12-15 10:22:46', 'createUser': '1470926280170471426', 'firstLetter': 'Q', 'id': '1470942375498559489', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': -1, 'technologyTypeName': '', 'updateTime': '2021-12-15 10:22:46', 'updateUser': '1470926280170471426'}, {'brandCode': '329', 'brandName': '广汽集团', 'country': -1, 'countryName': '', 'createDept': '1470926262496735234', 'createTime': '2021-12-15 10:22:45', 'createUser': '1470926280170471426', 'firstLetter': 'G', 'id': '1470942372910673922', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': -1, 'technologyTypeName': '', 'updateTime': '2021-12-15 10:22:45', 'updateUser': '1470926280170471426'}, {'brandCode': '326', 'brandName': '东风・瑞泰特', 'country': -1, 'countryName': '', 'createDept': '1470926262496735234', 'createTime': '2021-12-15 10:22:45', 'createUser': '1470926280170471426', 'firstLetter': 'D', 'id': '1470942372591906817', 'isDeleted': 0, 'logoUrl': '', 'logoUrlName': '', 'status': 1, 'technologyType': -1, 'technologyTypeName': '', 'updateTime': '2021-12-15 10:22:45', 'updateUser': '1470926280170471426'}], 'searchCount': True, 'size': 10, 'total': 208}, 'msg': '操作成功', 'success': True}
2023-05-26 13:01:11,220 - test_case.py  - [line:94] - INFO: 请求响应信息：
2023-05-26 13:01:11,221 - test_case.py  - [line:95] - INFO: {'code': 200, 'data': {'brandCode': '', 'brandId': -1, 'brandName': '', 'createDept': -1, 'createTime': '', 'createUser': -1, 'firmCode': '', 'firmName': '', 'id': -1, 'isDeleted': -1, 'status': -1, 'updateTime': '', 'updateUser': -1}, 'msg': '操作成功', 'success': True}
2023-05-26 13:01:14,300 - test_case_parameterized.py  - [line:74] - INFO: 请求响应信息：
2023-05-26 13:01:14,301 - test_case_parameterized.py  - [line:75] - INFO: {'error': 'invalid_request', 'error_description': 'Missing grant type'}
2023-05-26 13:01:14,301 - test_case_parameterized.py  - [line:77] - INFO: 预期结果：
2023-05-26 13:01:14,301 - test_case_parameterized.py  - [line:78] - INFO: [{'access_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiI2ODMyNTIiLCJ0ZW5hbnRfbmFtZSI6Iua8lOekuuenn-aItyjmlbDmja7lvILluLjmmoLlgZzkvb_nlKgpIiwidXNlcl9uYW1lIjoiYWRtaW4iLCJkZXB0X25hbWUiOiLmvJTnpLrnp5_miLciLCJyZWFsX25hbWUiOiJhZG1pbiIsImF2YXRhciI6InVwbG9hZC8yMDIyMDExMi8zZTg3ZDI2YzZhMzUxOWM5YmM5N2YwM2I2Y2E0N2E3OS5wbmciLCJhdXRob3JpdGllcyI6WyJhZG1pbiJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluIiwicG9zdF9pZCI6IjE0ODEyMDc0NTI2NzU5NDQ0NDkiLCJ1c2VyX2lkIjoiMTQ3MzQ4MjMxOTgxNzk2OTY2NSIsInJvbGVfaWQiOiIxNDczNDgyMzEwNTQwNjU2NjQxIiwicG9zdF9uYW1lIjoiY2VvIiwic2NvcGUiOlsiYWxsIl0sIm5pY2tfbmFtZSI6ImFkbWluIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiJ9LCJleHAiOjE2ODQ4ODkwMjksImRlcHRfaWQiOiIxNDczNDgyMzE0MzcwMDU2MTk0IiwicG93ZXJlZCBieSBsZCI6InBvd2VyZWQgYnkgYmxhZGV4IiwianRpIjoiMzBmNTY5NTEtMGEyYi00ZDFjLTkxZTktMmQ0ZWU2MDZiOWMzIiwiYWNjb3VudCI6ImFkbWluIn0.OkjlW0WbApqtVDCfpcRGHiVEgDZbEqaA_9YjTls4ImM', 'token_type': 'bearer', 'refresh_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiI2ODMyNTIiLCJ0ZW5hbnRfbmFtZSI6Iua8lOekuuenn-aItyjmlbDmja7lvILluLjmmoLlgZzkvb_nlKgpIiwidXNlcl9uYW1lIjoiYWRtaW4iLCJkZXB0X25hbWUiOiLmvJTnpLrnp5_miLciLCJyZWFsX25hbWUiOiJhZG1pbiIsImF2YXRhciI6InVwbG9hZC8yMDIyMDExMi8zZTg3ZDI2YzZhMzUxOWM5YmM5N2YwM2I2Y2E0N2E3OS5wbmciLCJhdXRob3JpdGllcyI6WyJhZG1pbiJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluIiwicG9zdF9pZCI6IjE0ODEyMDc0NTI2NzU5NDQ0NDkiLCJ1c2VyX2lkIjoiMTQ3MzQ4MjMxOTgxNzk2OTY2NSIsInJvbGVfaWQiOiIxNDczNDgyMzEwNTQwNjU2NjQxIiwicG9zdF9uYW1lIjoiY2VvIiwic2NvcGUiOlsiYWxsIl0sIm5pY2tfbmFtZSI6ImFkbWluIiwiYXRpIjoiMzBmNTY5NTEtMGEyYi00ZDFjLTkxZTktMmQ0ZWU2MDZiOWMzIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiJ9LCJleHAiOjE2ODU0OTAyMjksImRlcHRfaWQiOiIxNDczNDgyMzE0MzcwMDU2MTk0IiwicG93ZXJlZCBieSBsZCI6InBvd2VyZWQgYnkgYmxhZGV4IiwianRpIjoiNmE2NzRhYjEtYzYzNi00OTdiLTg2ZjQtNWQ5ZTQ2MzlmOWI2IiwiYWNjb3VudCI6ImFkbWluIn0.cV269RsoFc5g0gAs9iRxLksyvw9qTvgJnKFXEvTrT1U', 'expires_in': 3600, 'scope': 'all', 'tenant_id': '683252', 'tenant_name': '演示租户(数据异常暂停使用)', 'user_name': 'admin', 'dept_name': '演示租户', 'real_name': 'admin', 'avatar': 'upload/20220112/3e87d26c6a3519c9bc97f03b6ca47a79.png', 'client_id': 'saber', 'role_name': 'admin', 'post_id': '1481207452675944449', 'user_id': '1473482319817969665', 'role_id': '1473482310540656641', 'post_name': 'ceo', 'nick_name': 'admin', 'oauth_id': '', 'detail': {'type': 'web'}, 'dept_id': '1473482314370056194', 'powered by ld': 'powered by bladex', 'account': 'admin', 'jti': '30f56951-0a2b-4d1c-91e9-2d4ee606b9c3'}]
2023-05-26 13:01:15,620 - test_case_parameterized.py  - [line:74] - INFO: 请求响应信息：
